ORD100390,2025-05-31 21:56:00,Bengaluru,Healthy,894.49,65,Credit Card,6
ORD100309,2025-06-01 03:22:00,Kolkata,Fast Food,224.56,57,Cash,7
ORD100134,2025-06-02 04:58:00,Pune,South Indian,217.89,64,Wallet,5
ORD100192,2025-06-02 12:04:00,Mumbai,Fast Food,658.37,61,Wallet,4
ORD100464,2025-06-02 15:03:00,Hyderabad,Healthy,417.56,64,Credit Card,1
ORD100154,2025-06-03 18:05:00,Chennai,Bakery,574.83,51,Wallet,5
ORD100373,2025-06-03 19:44:00,Ahmedabad,North Indian,549.61,28,Credit Card,7
ORD100101,2025-06-05 00:39:00,Delhi,Mexican,406.45,32,Cash,3
ORD100184,2025-06-05 01:51:00,Mumbai,North Indian,1122.31,63,Wallet,4
ORD100300,2025-06-05 02:35:00,Mumbai,North Indian,877.96,59,Cash,2
ORD100031,2025-06-06 03:24:00,Mumbai,Mexican,1199.69,37,Credit Card,6
ORD100120,2025-06-06 04:14:00,Ahmedabad,Italian,302.97,24,Wallet,6
ORD100492,2025-06-06 08:49:00,Mumbai,South Indian,399.36,68,Credit Card,6
ORD100276,2025-06-06 13:40:00,Mumbai,North Indian,352.18,20,Wallet,6
ORD100001,2025-06-07 09:40:00,Hyderabad,Fast Food,689.71,26,Wallet,3
ORD100003,2025-06-07 14:10:00,Pune,Mexican,995.17,38,Credit Card,6
ORD100283,2025-06-07 14:35:00,Pune,Italian,480.27,73,Wallet,2
ORD100072,2025-06-08 01:04:00,Mumbai,North Indian,536.2,40,Cash,5
ORD100248,2025-06-08 10:21:00,Mumbai,North Indian,1097.12,62,Credit Card,3
ORD100444,2025-06-08 16:32:00,Hyderabad,Fast Food,327.06,63,Credit Card,4
ORD100014,2025-06-09 07:08:00,Ahmedabad,South Indian,149.74,22,Cash,6
ORD100433,2025-06-10 02:03:00,Ahmedabad,North Indian,678.26,71,UPI,5
ORD100174,2025-06-11 04:11:00,Ahmedabad,Italian,551.44,67,Wallet,5
ORD100213,2025-06-11 08:01:00,Pune,Italian,553.03,61,UPI,1
ORD100253,2025-06-13 02:22:00,Chennai,South Indian,468.4,74,UPI,1
