ORD100446,2025-08-15 18:11:00,Bengaluru,Fast Food,250.57,38,Cash,5
ORD100191,2025-08-19 17:41:00,Bengaluru,Bakery,567.98,68,Credit Card,5
ORD100160,2025-08-20 20:38:00,Pune,Mexican,491.71,60,Credit Card,2
ORD100057,2025-08-21 02:33:00,Mumbai,Bakery,131.66,56,Credit Card,6
ORD100028,2025-08-21 02:54:00,Ahmedabad,South Indian,162.01,30,UPI,2
ORD100369,2025-08-21 20:35:00,Pune,Bakery,1140.73,70,Credit Card,7
ORD100039,2025-08-22 11:12:00,Bengaluru,South Indian,242.08,67,UPI,3
ORD100313,2025-08-23 22:09:00,Pune,Italian,1112.93,45,Cash,2
ORD100058,2025-08-24 14:15:00,Bengaluru,Mexican,930.65,53,Debit Card,1
ORD100292,2025-08-26 17:26:00,Mumbai,Fast Food,656.48,56,Debit Card,1
ORD100288,2025-08-26 20:00:00,Mumbai,Mexican,608.21,57,Debit Card,4
ORD100331,2025-08-27 05:53:00,Mumbai,Fast Food,597.68,45,Cash,4
ORD100170,2025-08-27 08:35:00,Ahmedabad,North Indian,290.71,22,Cash,2
ORD100167,2025-08-28 10:47:00,Pune,Italian,276.75,66,Cash,5
ORD100006,2025-08-29 05:42:00,Chennai,Mexican,1102.02,45,UPI,4
ORD100152,2025-08-29 08:28:00,Mumbai,Healthy,745.53,72,Cash,6
ORD100434,2025-08-30 12:49:00,Hyderabad,Mexican,288.85,19,Cash,1
ORD100272,2025-08-30 12:55:00,Ahmedabad,North Indian,240.24,41,Wallet,5
ORD100179,2025-08-30 18:47:00,Bengaluru,South Indian,1052.06,57,UPI,5
ORD100344,2025-08-31 17:50:00,Bengaluru,Fast Food,263.53,46,Cash,7
ORD100420,2025-08-31 21:53:00,Delhi,Fast Food,1055.31,31,Debit Card,4
ORD100440,2025-09-01 22:35:00,Mumbai,Italian,401.46,52,Wallet,6
ORD100391,2025-09-02 20:53:00,Bengaluru,Healthy,1041.27,25,Wallet,7
ORD100071,2025-09-03 18:17:00,Delhi,Chinese,962.02,54,Debit Card,2
ORD100208,2025-09-04 10:25:00,Kolkata,Mexican,380.1,46,Debit Card,2
