ORD100306,2025-11-23 06:39:00,Hyderabad,Mexican,1127.8,56,Wallet,6
ORD100354,2025-11-23 10:55:00,Ahmedabad,Healthy,325.65,34,Credit Card,7
ORD100199,2025-11-23 11:56:00,Bengaluru,Chinese,629.25,63,UPI,4
ORD100108,2025-11-24 12:34:00,Kolkata,Italian,653.76,66,Cash,2
ORD100487,2025-11-26 06:03:00,Hyderabad,Italian,578.31,52,Wallet,3
ORD100412,2025-11-26 17:51:00,Kolkata,Fast Food,786.56,16,Credit Card,6
ORD100266,2025-11-26 23:03:00,Hyderabad,Fast Food,938.7,72,Debit Card,3
ORD100200,2025-11-27 15:31:00,Pune,South Indian,685.85,73,UPI,4
ORD100442,2025-11-27 21:41:00,Mumbai,Mexican,816.56,48,Debit Card,5
ORD100193,2025-11-29 01:28:00,Pune,Italian,366.65,37,UPI,7
ORD100315,2025-11-29 03:11:00,Ahmedabad,Fast Food,670.72,50,Debit Card,1
ORD100418,2025-11-29 05:37:00,Ahmedabad,Italian,939.97,41,Debit Card,5
ORD100209,2025-11-29 18:15:00,Chennai,Mexican,849.65,49,Credit Card,5
ORD100198,2025-11-29 22:13:00,Chennai,South Indian,269.8,72,Wallet,2
ORD100016,2025-11-30 12:51:00,Hyderabad,Mexican,514.11,32,Cash,5
ORD100351,2025-11-30 13:52:00,Mumbai,South Indian,924.96,43,UPI,6
ORD100077,2025-11-30 15:05:00,Hyderabad,Bakery,1119.25,29,Cash,4
ORD100131,2025-12-02 21:25:00,Chennai,Italian,1084.73,28,Cash,7
ORD100493,2025-12-07 23:35:00,Kolkata,Italian,749.25,67,UPI,5
ORD100279,2025-12-08 23:15:00,Delhi,Chinese,805.26,30,Credit Card,1
ORD100118,2025-12-09 09:15:00,Ahmedabad,Healthy,986.82,61,Debit Card,1
ORD100133,2025-12-11 02:42:00,Chennai,North Indian,685.32,44,Wallet,4
ORD100337,2025-12-11 04:01:00,Bengaluru,Fast Food,498.63,62,Debit Card,2
ORD100443,2025-12-12 01:41:00,Ahmedabad,Fast Food,1012.72,49,Wallet,2
ORD100285,2025-12-12 13:40:00,Bengaluru,North Indian,1099.3,62,UPI,2
