ORD100127,2025-07-26 03:04:00,Mumbai,Bakery,922.22,44,Debit Card,4
ORD100211,2025-07-29 08:13:00,Pune,South Indian,755.2,27,Credit Card,5
ORD100236,2025-07-29 13:45:00,Kolkata,Italian,531.69,39,Credit Card,4
ORD100488,2025-07-30 13:00:00,Mumbai,South Indian,371.04,62,Cash,1
ORD100239,2025-07-31 12:25:00,Ahmedabad,Italian,514.64,73,Debit Card,3
ORD100121,2025-07-31 23:21:00,Chennai,South Indian,330.28,44,Cash,6
ORD100465,2025-08-01 15:52:00,Pune,North Indian,491.24,66,UPI,5
ORD100036,2025-08-02 00:36:00,Hyderabad,Mexican,1034.61,21,Credit Card,1
ORD100281,2025-08-03 06:48:00,Hyderabad,Chinese,697.0,42,Debit Card,1
ORD100451,2025-08-03 17:39:00,Kolkata,Italian,831.54,30,Cash,3
ORD100224,2025-08-03 21:51:00,Delhi,North Indian,731.92,73,Wallet,2
ORD100355,2025-08-07 11:56:00,Pune,Fast Food,309.76,46,Cash,4
ORD100376,2025-08-07 20:22:00,Hyderabad,South Indian,887.57,26,Debit Card,7
ORD100151,2025-08-08 00:15:00,Bengaluru,Mexican,690.82,73,UPI,6
ORD100455,2025-08-09 22:43:00,Bengaluru,Chinese,521.45,60,Credit Card,5
ORD100223,2025-08-12 07:58:00,Hyderabad,North Indian,915.23,17,Credit Card,2
ORD100348,2025-08-12 16:40:00,Ahmedabad,Healthy,652.41,29,Cash,6
ORD100289,2025-08-12 20:00:00,Ahmedabad,Healthy,1142.01,59,Cash,6
ORD100168,2025-08-13 02:24:00,Pune,Fast Food,305.22,18,UPI,2
ORD100429,2025-08-13 05:37:00,Hyderabad,North Indian,383.68,73,Debit Card,6
ORD100403,2025-08-13 17:43:00,Mumbai,Healthy,741.35,55,Credit Card,1
ORD100305,2025-08-14 02:33:00,Chennai,Italian,910.09,37,Cash,2
ORD100089,2025-08-14 10:45:00,Delhi,Fast Food,267.09,56,Wallet,7
ORD100008,2025-08-14 12:21:00,Pune,Mexican,1144.78,31,Cash,7
ORD100350,2025-08-14 16:05:00,Hyderabad,Healthy,173.78,51,Wallet,6
