ORD100150,2025-07-06 06:50:00,Bengaluru,Healthy,195.61,26,Wallet,4
ORD100268,2025-07-06 09:48:00,Pune,Italian,476.29,70,Credit Card,3
ORD100123,2025-07-06 22:15:00,Pune,South Indian,632.98,53,Wallet,7
ORD100456,2025-07-07 02:03:00,Kolkata,Italian,670.81,39,Cash,6
ORD100342,2025-07-07 20:21:00,Bengaluru,North Indian,295.84,24,UPI,4
ORD100070,2025-07-08 04:33:00,Delhi,Bakery,665.39,57,Credit Card,5
ORD100076,2025-07-08 15:10:00,Hyderabad,Fast Food,261.78,53,Debit Card,7
ORD100143,2025-07-08 19:23:00,Ahmedabad,North Indian,460.25,29,Debit Card,4
ORD100155,2025-07-10 04:23:00,Delhi,Fast Food,240.34,57,Debit Card,5
ORD100294,2025-07-14 21:59:00,Delhi,North Indian,119.92,41,Credit Card,1
ORD100275,2025-07-15 10:03:00,Hyderabad,Fast Food,264.91,47,UPI,2
ORD100176,2025-07-15 22:13:00,Bengaluru,Italian,223.24,59,Cash,2
ORD100190,2025-07-16 06:39:00,Pune,South Indian,456.05,19,Cash,7
ORD100326,2025-07-16 06:53:00,Bengaluru,Chinese,480.98,41,Wallet,6
ORD100261,2025-07-16 15:58:00,Kolkata,South Indian,442.89,54,Debit Card,3
ORD100352,2025-07-17 16:30:00,Mumbai,Fast Food,330.9,36,Credit Card,6
ORD100183,2025-07-18 09:36:00,Bengaluru,Italian,835.51,55,Debit Card,5
ORD100063,2025-07-20 02:25:00,Mumbai,Healthy,116.0,49,Credit Card,4
ORD100472,2025-07-20 08:34:00,Bengaluru,North Indian,905.83,74,Cash,6
ORD100210,2025-07-21 13:04:00,Pune,Healthy,936.25,52,UPI,2
ORD100324,2025-07-21 15:07:00,Kolkata,Mexican,691.14,27,Debit Card,1
ORD100020,2025-07-23 05:23:00,Kolkata,Mexican,753.54,73,Credit Card,7
ORD100217,2025-07-24 04:37:00,Chennai,Italian,1161.53,28,Cash,1
ORD100328,2025-07-24 20:27:00,Ahmedabad,Healthy,911.25,55,Debit Card,6
ORD100110,2025-07-25 21:44:00,Ahmedabad,Fast Food,143.24,63,Wallet,7
