ORD100363,2025-09-21 04:44:00,Delhi,South Indian,584.84,31,Wallet,5
ORD100347,2025-09-21 20:40:00,Hyderabad,South Indian,1196.56,74,Debit Card,5
ORD100298,2025-09-22 10:48:00,Chennai,North Indian,866.32,19,Credit Card,7
ORD100463,2025-09-22 22:03:00,Mumbai,Healthy,528.23,60,UPI,4
ORD100400,2025-09-22 22:58:00,Ahmedabad,Fast Food,328.67,31,Debit Card,4
ORD100103,2025-09-23 10:12:00,Hyderabad,Bakery,197.57,46,Cash,2
ORD100043,2025-09-23 10:20:00,Ahmedabad,South Indian,838.87,62,Debit Card,3
ORD100188,2025-09-23 11:10:00,Pune,Healthy,946.44,20,UPI,4
ORD100338,2025-09-24 02:45:00,Hyderabad,Italian,738.65,20,Credit Card,6
ORD100447,2025-09-25 17:29:00,Kolkata,Mexican,1090.02,26,Wallet,4
ORD100432,2025-09-25 20:05:00,Chennai,North Indian,1182.84,33,Debit Card,2
ORD100229,2025-09-26 04:25:00,Chennai,Italian,280.02,39,UPI,7
ORD100219,2025-09-26 08:23:00,Pune,Italian,903.95,48,Cash,4
ORD100081,2025-09-26 08:31:00,Hyderabad,North Indian,1178.04,43,Wallet,4
ORD100132,2025-09-26 09:30:00,Mumbai,Fast Food,662.85,70,Credit Card,4
ORD100449,2025-09-28 01:44:00,Kolkata,Fast Food,757.15,29,Debit Card,2
ORD100202,2025-09-28 06:21:00,Pune,North Indian,470.26,49,Cash,3
ORD100431,2025-09-28 12:29:00,Kolkata,Italian,1018.42,20,UPI,1
ORD100067,2025-09-28 17:43:00,Mumbai,Mexican,581.22,48,UPI,6
ORD100489,2025-09-28 21:52:00,Chennai,Mexican,1001.01,71,UPI,7
ORD100394,2025-09-28 22:25:00,Bengaluru,Italian,834.89,40,Cash,1
ORD100484,2025-10-02 03:46:00,Chennai,Mexican,901.01,34,Cash,7
ORD100498,2025-10-03 00:21:00,Mumbai,Mexican,1145.26,25,UPI,5
ORD100000,2025-10-05 21:16:00,Pune,Healthy,867.98,61,UPI,3
ORD100242,2025-10-06 16:03:00,Hyderabad,South Indian,922.37,74,UPI,1
