ORD100249,2025-01-15 15:54:00,Bengaluru,South Indian,786.66,40,Cash,1
ORD100104,2025-01-16 07:22:00,Delhi,Healthy,232.7,49,Credit Card,1
ORD100088,2025-01-16 14:47:00,Hyderabad,Italian,240.85,59,Debit Card,4
ORD100187,2025-01-16 22:06:00,Pune,Fast Food,407.98,70,Credit Card,1
ORD100374,2025-01-17 01:13:00,Mumbai,South Indian,127.92,61,UPI,7
ORD100204,2025-01-18 01:28:00,Hyderabad,Fast Food,169.71,32,Cash,5
ORD100479,2025-01-19 04:30:00,Hyderabad,Bakery,756.53,44,Wallet,6
ORD100345,2025-01-19 05:00:00,Pune,Fast Food,556.09,48,Credit Card,2
ORD100481,2025-01-19 06:17:00,Kolkata,Mexican,948.0,21,Credit Card,6
ORD100349,2025-01-19 14:37:00,Pune,Bakery,754.92,44,Credit Card,5
ORD100062,2025-01-20 03:26:00,Chennai,Healthy,250.01,38,Debit Card,5
ORD100388,2025-01-21 22:27:00,Mumbai,Italian,209.39,29,Credit Card,7
ORD100454,2025-01-22 05:38:00,Chennai,Chinese,560.65,74,Debit Card,6
ORD100490,2025-01-22 08:10:00,Ahmedabad,South Indian,979.36,74,Credit Card,6
ORD100246,2025-01-22 17:11:00,Mumbai,Chinese,522.28,73,Wallet,1
ORD100280,2025-01-24 08:16:00,Hyderabad,North Indian,863.34,54,Wallet,7
ORD100341,2025-01-24 23:05:00,Hyderabad,Mexican,829.89,21,Credit Card,1
ORD100382,2025-01-25 08:57:00,Hyderabad,Chinese,121.68,21,Cash,5
ORD100339,2025-01-25 09:00:00,Hyderabad,Fast Food,795.49,33,Cash,7
ORD100080,2025-01-26 08:29:00,Pune,Bakery,605.05,18,Debit Card,4
ORD100415,2025-01-27 14:04:00,Mumbai,Bakery,579.74,34,Wallet,3
ORD100361,2025-01-27 18:54:00,Mumbai,North Indian,598.62,26,Credit Card,6
ORD100015,2025-01-28 12:32:00,Chennai,Chinese,129.0,39,UPI,4
ORD100483,2025-01-28 13:21:00,Kolkata,Fast Food,182.65,58,Wallet,3
ORD100243,2025-01-30 07:27:00,Mumbai,Fast Food,652.99,29,UPI,7
