ORD100023,2025-03-15 02:59:00,Ahmedabad,Healthy,1026.33,59,Credit Card,6
ORD100149,2025-03-16 23:58:00,Ahmedabad,Fast Food,648.29,18,Wallet,3
ORD100317,2025-03-17 16:55:00,Mumbai,Chinese,538.9,28,Wallet,7
ORD100145,2025-03-18 14:03:00,Pune,Fast Food,1079.58,29,UPI,6
ORD100124,2025-03-18 15:07:00,Chennai,Fast Food,780.08,34,Credit Card,4
ORD100494,2025-03-20 00:17:00,Chennai,Italian,497.07,67,Wallet,4
ORD100343,2025-03-20 17:25:00,Delhi,Healthy,1157.18,55,Wallet,1
ORD100385,2025-03-21 06:28:00,Ahmedabad,Fast Food,296.4,47,Credit Card,7
ORD100389,2025-03-21 08:14:00,Mumbai,North Indian,367.49,46,UPI,5
ORD100371,2025-03-22 00:41:00,Ahmedabad,Mexican,397.82,32,UPI,3
ORD100228,2025-03-22 11:27:00,Mumbai,Fast Food,321.79,17,Credit Card,3
ORD100462,2025-03-22 13:22:00,Kolkata,Bakery,369.88,41,Wallet,4
ORD100017,2025-03-22 17:48:00,Ahmedabad,Bakery,991.61,39,Cash,4
ORD100409,2025-03-22 21:40:00,Kolkata,Bakery,517.66,25,Credit Card,1
ORD100387,2025-03-23 05:35:00,Pune,Bakery,362.0,61,Cash,3
ORD100027,2025-03-24 03:52:00,Delhi,South Indian,400.75,24,Wallet,6
ORD100203,2025-03-29 09:00:00,Mumbai,Mexican,247.86,64,Credit Card,1
ORD100322,2025-03-29 14:39:00,Hyderabad,Bakery,466.85,16,Cash,4
ORD100201,2025-03-31 04:43:00,Ahmedabad,Mexican,157.01,56,Debit Card,2
ORD100329,2025-03-31 16:03:00,Ahmedabad,Mexican,597.44,31,Credit Card,4
ORD100177,2025-04-01 01:00:00,Bengaluru,Mexican,537.64,60,Wallet,2
ORD100064,2025-04-01 07:36:00,Pune,Italian,485.65,58,Cash,3
ORD100166,2025-04-01 11:05:00,Ahmedabad,Bakery,370.55,21,Debit Card,7
ORD100206,2025-04-02 14:26:00,Ahmedabad,Italian,454.59,38,Credit Card,5
ORD100380,2025-04-03 13:06:00,Ahmedabad,Fast Food,354.18,66,Debit Card,3
