ORD100368,2025-04-04 00:57:00,Bengaluru,Healthy,1047.96,40,UPI,5
ORD100263,2025-04-05 02:33:00,Mumbai,South Indian,918.34,46,Credit Card,7
ORD100425,2025-04-08 07:10:00,Chennai,Chinese,124.72,35,Cash,2
ORD100477,2025-04-08 09:11:00,Ahmedabad,Mexican,156.57,29,UPI,4
ORD100042,2025-04-09 23:35:00,Delhi,Chinese,351.51,65,Debit Card,2
ORD100098,2025-04-10 01:49:00,Kolkata,Italian,311.52,69,Wallet,7
ORD100381,2025-04-10 15:03:00,Kolkata,Bakery,839.08,26,Cash,5
ORD100336,2025-04-11 05:21:00,Chennai,Chinese,1106.33,49,Cash,3
ORD100362,2025-04-12 09:40:00,Mumbai,South Indian,676.83,36,Debit Card,4
ORD100084,2025-04-12 15:55:00,Pune,Bakery,796.74,27,Debit Card,6
ORD100090,2025-04-13 06:10:00,Ahmedabad,North Indian,252.71,58,Wallet,6
ORD100475,2025-04-13 11:33:00,Ahmedabad,South Indian,388.49,34,Cash,2
ORD100375,2025-04-13 12:20:00,Hyderabad,Chinese,271.77,43,Credit Card,3
ORD100330,2025-04-15 23:54:00,Mumbai,Fast Food,347.07,54,Wallet,5
ORD100175,2025-04-17 01:59:00,Kolkata,Fast Food,1180.62,65,Wallet,5
ORD100231,2025-04-17 12:29:00,Hyderabad,North Indian,996.03,26,Debit Card,3
ORD100416,2025-04-18 07:56:00,Chennai,South Indian,423.91,36,UPI,2
ORD100426,2025-04-18 09:34:00,Mumbai,Fast Food,395.55,61,Wallet,6
ORD100259,2025-04-19 03:18:00,Bengaluru,Healthy,967.46,31,Wallet,6
ORD100033,2025-04-19 07:04:00,Delhi,North Indian,710.97,35,Credit Card,7
ORD100164,2025-04-20 10:10:00,Delhi,North Indian,211.96,48,Wallet,6
ORD100144,2025-04-21 03:45:00,Ahmedabad,Mexican,231.74,23,UPI,7
ORD100156,2025-04-22 15:09:00,Pune,Healthy,412.15,74,Credit Card,6
ORD100407,2025-04-23 12:45:00,Ahmedabad,Chinese,476.0,43,UPI,2
ORD100408,2025-04-23 15:46:00,Hyderabad,Healthy,385.37,43,UPI,3
