ORD100137,2025-05-13 21:11:00,Mumbai,Healthy,366.72,51,Cash,4
ORD100173,2025-05-16 04:26:00,Hyderabad,Bakery,676.96,68,Debit Card,1
ORD100335,2025-05-16 20:17:00,Ahmedabad,Italian,560.82,59,Wallet,5
ORD100069,2025-05-17 17:52:00,Kolkata,Healthy,483.08,51,Debit Card,5
ORD100195,2025-05-18 16:45:00,Delhi,Italian,771.68,23,Wallet,2
ORD100445,2025-05-19 12:17:00,Bengaluru,Healthy,112.1,39,Debit Card,7
ORD100105,2025-05-19 20:53:00,Delhi,Chinese,606.86,73,UPI,2
ORD100466,2025-05-20 14:42:00,Ahmedabad,Fast Food,890.95,21,Cash,4
ORD100499,2025-05-20 20:21:00,Hyderabad,Chinese,590.61,27,UPI,7
ORD100291,2025-05-21 04:45:00,Bengaluru,Mexican,744.85,67,Debit Card,6
ORD100074,2025-05-23 05:44:00,Chennai,Healthy,1048.6,37,Wallet,4
ORD100404,2025-05-23 15:10:00,Ahmedabad,Chinese,563.57,53,UPI,4
ORD100378,2025-05-23 22:50:00,Delhi,Fast Food,129.81,73,Cash,5
ORD100257,2025-05-24 10:23:00,Kolkata,Chinese,686.81,19,UPI,2
ORD100467,2025-05-26 00:49:00,Mumbai,Bakery,426.83,17,UPI,1
ORD100307,2025-05-26 04:08:00,Delhi,North Indian,1118.13,24,Credit Card,5
ORD100082,2025-05-26 05:38:00,Chennai,Italian,641.88,36,UPI,5
ORD100301,2025-05-26 06:59:00,Mumbai,Bakery,267.79,72,Wallet,5
ORD100233,2025-05-27 22:17:00,Hyderabad,Mexican,675.37,23,Credit Card,1
ORD100438,2025-05-28 06:38:00,Pune,Bakery,229.53,72,Credit Card,7
ORD100395,2025-05-28 11:23:00,Hyderabad,Italian,325.48,48,Credit Card,5
ORD100220,2025-05-29 20:25:00,Bengaluru,South Indian,1132.17,25,Credit Card,5
ORD100469,2025-05-30 03:50:00,Hyderabad,Chinese,623.66,58,Cash,7
ORD100476,2025-05-31 00:02:00,Mumbai,Mexican,754.59,60,Cash,7
ORD100333,2025-05-31 10:14:00,Bengaluru,Italian,294.03,74,Cash,6
