ORD100320,2025-12-12 21:10:00,Ahmedabad,Healthy,983.14,26,Cash,3
ORD100485,2025-12-14 20:08:00,Kolkata,South Indian,645.04,50,Cash,4
ORD100271,2025-12-15 07:52:00,Ahmedabad,Fast Food,1031.1,54,Debit Card,5
ORD100478,2025-12-16 01:17:00,Mumbai,Mexican,646.0,39,UPI,4
ORD100100,2025-12-16 12:16:00,Pune,Fast Food,285.83,27,Cash,5
ORD100197,2025-12-18 03:20:00,Hyderabad,South Indian,739.36,34,Debit Card,4
ORD100091,2025-12-19 12:39:00,Hyderabad,Mexican,804.96,16,UPI,5
ORD100241,2025-12-19 15:23:00,Pune,Bakery,431.52,38,Cash,4
ORD100083,2025-12-19 19:33:00,Ahmedabad,South Indian,461.63,39,Debit Card,7
ORD100002,2025-12-20 18:46:00,Chennai,Fast Food,440.48,30,Credit Card,4
ORD100119,2025-12-21 02:40:00,Chennai,Chinese,923.09,71,Credit Card,4
ORD100157,2025-12-21 09:47:00,Delhi,Chinese,499.39,20,Debit Card,5
ORD100396,2025-12-23 05:47:00,Ahmedabad,Bakery,422.46,60,UPI,7
ORD100093,2025-12-23 18:21:00,Kolkata,Italian,480.23,49,UPI,6
ORD100358,2025-12-24 05:39:00,Mumbai,South Indian,721.33,18,UPI,6
ORD100068,2025-12-24 12:02:00,Hyderabad,Healthy,1094.57,17,Wallet,1
ORD100225,2025-12-24 21:36:00,Delhi,Fast Food,1026.01,42,UPI,4
ORD100181,2025-12-25 13:27:00,Pune,Fast Food,383.69,71,Cash,2
ORD100332,2025-12-25 16:35:00,Hyderabad,Chinese,254.94,48,Wallet,3
ORD100007,2025-12-27 22:29:00,Chennai,Chinese,1004.79,35,UPI,2
ORD100327,2025-12-28 14:02:00,Pune,South Indian,481.65,63,Wallet,4
ORD100264,2025-12-29 08:34:00,Bengaluru,Fast Food,136.89,43,Wallet,3
ORD100452,2025-12-30 17:19:00,Kolkata,Fast Food,292.91,41,Credit Card,2
ORD100365,2025-12-31 07:13:00,Pune,North Indian,715.6,68,Cash,2
ORD100293,2025-12-31 19:57:00,Delhi,Italian,772.6,50,Credit Card,1
